,CONTENT,CLASS
110,ehi guy subscribe channel new youtuber play minecraft thanks guy subscribe,1
111,hi everyone like music check music channel lexis band uploading song cover soon miss please subscribe help u lot take one click gt,1
112,song never get old love,0
113,gofundme com grwmps,1
114,hey guy please check new google page many funny picture funnytortspics plus google com post,1
115,bitch,0
116,made china,0
117,milions comentars bilion view,0
118,zero,0
119,mix psy gangnam style v psy gangnam style v,0
120,billion view holy shit,0
121,view im person alive zombie apocalypse greeting spoderman,0
122,suscribe channel please,1
123,wiews wow,0
124,guy please subscribe help channel grow please guy,1
125,great music anyway,0
126,psy gangnam style v youtu bzkp q f,0
127,crazy billion view u uk korea republic asia,0
128,discover beautiful song young moroccan www linkbucks com acn g,1
129,like getting gift card hate spending cash try juno wallet juno wallet earn money gift card nike gamestop amazon ebay etc amp easy earn money simple task like watching video downloading apps amp even earn money inviting friend join free signup sign today amp use promo code bd,1
130,somebody wake get billion view,0
131,psy got lot money youtube got billion view view world,0
132,justin bieber gay,0
133,gotta say funny well billion worth funny still clicked everything went uphill least jb shit,0
134,,0
135,ahhh year ago,0
136,dance dance psy www reverbnation com msmarilynmiles,1
137,check starlitnightsky channel see epic video,1
138,www tsu co kodysman plz,1
139,stupid people video doesnt billion visit thousand million,0
140,www gcmforex com partner aw aspx task joint amp affiliateid,1
141,check men put allot effort music unfortunatly many watch,1
142,pls www vakinha com br vaquinhae aspx e help get vip gun cross fire al,1
143,add www facebook com tlouxmusic,1
144,check channel please singing cover,1
145,think place promote channel comment section lol,0
146,get free gift card pay pal money,1
147,check pivot animation channel,1
148,follow twitter amp ig killuminati,1
149,check gaming,1
150,oppa yeah best song,0
151,www sunfrogshirts com sunglass world html,1
152,www facebook com teelalala,1
153,www twitch tv zxlightsoutxz,1
154,reminds song soundcloud com popaegis wrenn almond eye,1
155,free gift card go www swagbucks com p register rb,1
156,search chubbz dinero ready thanks,1
157,follow twitter mscalifornia,1
158,every single type face earth,0
159,,0
160,check channel new song static love,1
161,incmedia org truth meet,1
162,look channel make minecraft pe let play,1
163,found song,0
164,billion,0
165,song name,0
166,please like www bubblews com news peace brotherhood,1
167,hey guy wouldnt mind chacking rap give like il giver vids like,1
168,www amazon co uk gp offer listing b ecvf g sr qid ref olp tab refurbished ie utf amp condition refurbished amp qid amp sr,1
169,watched video youtube psy gangnam style billion view psy gangnam style v,0
170,subscribe subscribe back,1
171,flipagram com f luka qmrhf,1
172,christmas song visit channel,1
173,www gofundme com gvr xg,1
174,subscribe subscribe back plus nice as lol,1
175,www change org p facebook twitter youtube censor julien blanc,1
176,soundcloud com jackal james wrap night,1
177,www surveymonkey com cvhmklt,1
178,please give u chance check new music video channel disappointed,1
179,please subscribe,1
180,best funny viral video history youtube true,0
181,please check vidios,1
182,oppa gangnam style,0
183,funny thing view spam bot mean c mon billion view b,0
184,oppa lt,0
185,funny awesomeness lol aaaaaaa sexy lada,0
186,viewed video world,0
187,check view holy shit,0
188,dear person reading beautiful loving great day,0
189,www ermail pl dolacz v veygin click www ermail pl dolacz v veygin www ermail pl dolacz v veygin www ermail pl dolacz v veygin www ermail pl dolacz v veygin www ermail pl dolacz v veygin www ermail pl dolacz v veygin,1
190,tried new social network tsu new social network special thing share post well fb twitter even get paid registr www tsu co worldwide life,1
191,guy yellow suit kinda look like jae suk,0
192,people new network like fb register also free difference get paid sharing commenting liking post one waste time fb sharing paid register make also money everyday post www tsu co slema wellcome everyone,1
193,billion view there million people world multiple account,0
194,wat da fuck viewed video youtube,0
195,omg people watched video billion people world billion watched,0
196,saying,0
197,many view,0
198,omg billion view,0
199,subscribe plz plz plz plz plz plz,1
200,www twitch tv tareko follow twitch enter keyword chance winning really nice expensive gun csgo sell steam market,1
201,viewer,0
202,www tsu co aseris get money,1
203,fantastic,0
204,population world billion,0
205,view,0
206,wow min ago,0
207,super,0
208,p e c e amp l v e,0
209,music video get billion view im one watching earth lol,0
210,please friend read book repass www shared com web preview pdf cjfoftxeba,1
211,subscribe,1
212,still best,0
213,liked video youtube,0
214,still watching year later,0
215,hello kind new youtube soon soon going making launchpad video would really appreciate got sub started people spot easily dont really care hate comment dont bother,1
216,lol dunno joke get lot like whatever xd,0
217,billion view piece shit r e u k n g e,0
218,gangman sty drop bass,0
219,song ever reach billion view,0
220,im rapper songwriter check video please also subscribe thanks tell think,1
221,hello earth population world hope great day,0
222,video started whole got dick stuck elevator excuse thing,0
223,anyone sub channel,1
224,prehistoric song,0
225,think smart headbutt face,0
226,dislike one know real music ex enimen,0
227,loool nice song funny one understands love,0
228,like came see many view song,0
229,pray little psy,0
230,little psy month left tumor head miss u lt,0
231,follow instagram chris cz,1
232,shit still relevant,0
233,lol shit never get old,0
234,say song change world completely good job psy girl awesome,0
235,u see camera man glass,0
236,comment wrong,0
237,hate music fucking singer every koean chainise ana u suck dick,0
238,hahahahah,0
239,reach billion view december,0
240,dumb guy billion view million people earth also know equal smartie pant,0
241,people say song old point listening suck stfu enjoy music mom old still listen right,0
242,funny thing song made took year get america,0
243,dont see comment mine,0
244,jap piece shit worthless fish head dont know one like dumb untanlted gook isnt even fucken music fucking sad even thing people fucked,0
245,remember everyone obsessed gangnam style,0
246,remove video wank,0
247,hard sad ithat little child actor hwang minoo dancing active child suffering brain tumor month left hard believe keep praying everyone future superstar stronglittlepsy fighting share everyone praying ygunited com little psy brain tumor month left live,1
248,fuck keep updated comment minute ago song year month ago,0
249,many memory,0
250,million comment youtube user million fake account psy hacked youtube,0
251,people would saw video year yeat get word hole song,0
252,video cool,0
253,going voyage first comment tell family loved,0
254,video youtube get many view like gangnam style problem understand phenomenon behind like random music video,0
255,korean girl slut bitch hyuna,0
256,hey guy check kollektivet slappin penis think deserve much credit receive,1
257,still fun music video watch,0
258,c mon billion view,0
259,hey everyone new channel post video book review music flute please subscribe would enjoy thanks,1
260,hey think know dealing theory could gotten billion hit mabey made korea realy popular stuck watching billion people access internet including youtube number rising half populatoin connected hacker korea may loved much rised billion hit make popular song featured dance game multiple mp seen concert even new year eve event seeing mabey adding hit video complaining much heck b hit,0
261,subscribe chanel,1
262,view queen michael jackson billion view omg,0
263,lol,0
264,pause last millisecond see chick laugh take try,0
265,year old like billion view people world,0
266,psy good guy,0
267,billion view song annoying,0
268,www facebook com page mathster wp ref hl,1
269,millioon dislike,0
270,little psy suffering brain tumor month live please pray best luck,0
271,little kidz like billon people earth millon get fact straight posting comment,0
272,stupid humanity,0
273,come watch video called odowd crowd zombie movie part,1
274,know song suck dick need use google translate know fuck saying,0
275,get came view,0
276,wow video viewed youtube video second come justin bieber baby smh world come,0
277,hey join t publishing platform share content tsu co markusmairhofer,1
278,song great view wow,0
279,watching,0
280,viewed video youtube daaaaaaaaaaannng view almost dominate entire china,0
281,video view million people earth,0
282,gangnam style,0
283,lol youtuber officialpsy getting much money lol,0
284,million dislike epic fail ready fanboys,0
285,knew korean would even funnier least bit end english spoken quite rapidly,0
286,enough whole two billion view million planet get joking funny anymore,0
287,get subscriber summon freddy mercury ghost whipe face earth one direction miley cirus,1
288,reach subscriber go round public pouring bucket ice water people running away acting like like people see,1
289,youtube money,0
290,billion shit,0
291,billion view million share,0
292,hi guy name dylan irl football video subscriber think guy would like content come check subscribe,1
293,get subscriber tomorrow epic hunger game video,1
294,follower please www facebook com list,1
295,billion view wow even baby justin beibs much deserve capitalized name,0
296,reach subscriber tazz self friend,1
297,please help go college guy thanks bottom heart www indiegogo com project want go college x,1
298,www facebook com schoolgeniusnits photo m c ejw kvkoxdamqm h z snjqp thqbeum aqup ih fphgk zllsvdqv zuf mb lnuj ufth yokfrxyts zvrrp qgtw l h f vlczzrg vgctlpsd ongewhj gibu lzmvy iq twsfzz whn jusvhufpglqrzczl fnphagevb x ydmc x jtcjnmho vfxwcjzyvwobihrngx ocjng pg evhxzyjd h ry f sprnd xv bzszz bps type amp theater,1
299,awesome smart sucscribe,1
300,follow follow vaahidmustafic like like,1
301,hackfbaccountlive com ref psy news cal,1
302,www facebook com nicushorbboy add mee lt lt,1
303,im sorry spam name jenny go high school everyone dress fashionable need money buy cute clothes low self esteem live dad mom passed away really mother figure brother older since boy get attention alone really want wear pretty clothes like girl school get boyfriend self im quite shy school confidence talk someone one friend name caroline moved away im alone could donate money would great care expensive brand ill shop walmart pretty clothes also wanna get nail done salon see alot girl french tip never nail salon really appreciate get hair curled www gofundme com dressprettyonce thanks omg please,1
304,hate song,0
305,please throw sub channel,1
306,new goal let go,0
307,go channel u want see fly getting burned alive,1
308,came check view p,0
309,come check new youtube chhanel going posting daily,1
310,hav absolutely idea saying even language,0
311,please check vidios guy,1
312,still day wonder video popular illuminati confirmed,0
313,hey guy check channel plz mine craft video let shoot sub,1
314,getting old,0
315,please subscribe,1
316,came check view count,0
317,check music video fuego u la la remix hyperurl co k xt,1
318,check music video please subscribe fuego u la la remix hyperurl co k xt,1
319,www marketglory com strategygame lordviperas,1
320,shitty chinese government block youtube close billion view right,0
321,world record youtube video view xd,0
322,think drunk x,0
323,limit sun exposure driving eliminate hassle swing car visor windshield window www kickstarter com project visortwin,1
324,hahah juyk allways laugh part lol,0
325,hackfbaccountlive com ref,1
326,wanted know name guy dance anybody know,0
327,www facebook com fudairyqueen pnref story,1
328,haha funny see salt westerner top view youtube go video dont even understand keep salt,0
329,follow company twitter thanks twitter com thewaxedhatco,1
330,imagine guy put adsense view u could pay ur morgage,0
331,hey come check u new youtube let u know think forget subscribe thanks,1
332,girl train dancing outfit fucking sexy huge turn lacked eyebrow,0
333,look picture difficult image ru image ru image ru image ru image ru image ru image ru image ru image ru image ru image ru image ru image ru image ru image ru image ru image ru image ru image ru image ru,1
334,mind checking view,0
335,hey guy check youtube channel know hate comment like one promise check video entertaining shotgun montage ninja defuse montage trolling please guy check thanks good day,1
336,everyone joking hacked get billion view certain amount people whatever actually buy view,0
337,www facebook com tofikmiedzynb photo type amp theater,1
338,www facebook com eeccon post comment id amp offset amp total comment please like frigea marius gabriel comment,1
339,www bing com explore reward publ referafriend amp crea raw amp rrid f fa aa c f c ede ea ca bing reward earn free money u cant get ur virus blue,1
340,please buy new christmas shirt buy time december th sold worldwide miss teespring com treechristmas,1
341,free apps get crdits click link download app done link freemyapps com share url af e,1
342,song like view michael jackson smh,0
343,something dance even sad dance psy gangnam style v youtu bzkp q f,0
344,everyones back lool almost year old people still hear xd,0
345,billion view planet lol,0
346,watching,0
347,subscribe call duty vids give aways goal sub,1
348,hi guy please android photo editor download thanks play google com store apps detail id com butalabs photo editor,1
349,first billion viewed thought really cool billion half came see stupid first billion,0
0,love much also generate free lead auto pilot amp www myleadergate com moretraffic,1
1,www billboard com article column pop shop fan army face round vote sone please vip please help u gt lt,1
2,hey guy please join fight help abused mistreated animal fund go helping pay vet bill helping find home place extra emphasis helping disabled animal one otherwise would put sleep animal organization donate please www gofundme com angel n wingz,1
3,psnboss com ref tggp pv l song,1
4,hey everyone watch trailer believemefilm com hlr h hqbuvb,1
5,check rapping hope guy like soundcloud com nereboy call lostproduce atlastatlas rapper jkork follow message,1
6,subscribe pleaaaase instagram account subscribe back instagram com cyrine ghorbel,1
7,hey guy visit channel pleaase searching dream,1
8,nice www barnesandnoble com bdp csrftoken tixe cnkcosoqkemgjlu uwv nsxso amp sort dd amp size amp csrftoken iyec nrwp nytno u amhvmflutggl amp dref amp keyword bdp amp store ebook,1
9,www twitch tv daconnormc,1
10,hey guy glamour beauty started youtube channel please go check going post singing video also random video fell like please go subscribe come soon remember subscribe,1
11,hey guy mom said got sub christmas get kitten always wanted kitten please watch video like subscribe like please mean comment,1
12,www facebook com photo php fbid amp l c,1
13,www facebook com photo php v amp set vb amp type amp theater,1
14,soundcloud com artady please check stuff make feedback,1
15,take break katie help reach subscriber month new music free downloads,1
16,subscribe please,1
17,check cover video coming please subscribe,1
18,subscribe channel,1
19,hey guy small youtuber upload video nearly every single day hope like shikas please give min life view channel new video watch anime free pretty sure wont regret visiting channel thank,1
20,www rtbf tv emission detail voice belgique toutes le audition auditiondetail emissionid amp id please join voice liked shared please win audition score thanks much,1
21,katy perry u sit face please would really awesome give dollar ok want please call subscribe channel first ok thats good u sit face ill get erection sit k,1
22,top youtube top view miley cyrus www google ro url sa amp rct j amp q amp esrc amp source web amp cd amp ved cb qfjaa amp url f fen wikipedia org fwiki flist viewed youtube video amp ei oq yu dwc l yqoyo goaw amp usg afqjcngkm idplal kuvkoekvgdtt jvlq amp sig onqzzad q cmnbe nml ga amp bvm bv bgq amp cad rja,1
23,www amazon com knight dawn cursed daniel n ebook dp b mppqhri ref sr digital text amp bie utf amp bqid amp bsr amp bkeywords knight amp tag wattpad people talented talented sponsor,1
24,really love video www bubblews com account sheilcen,1
25,hi guy check awesome edm amp house mix thanks lot soundcloud com soundhase edm house mix,1
26,hiya started youtube would mean lot could subscribe watch first video xx,1
27,watch maroon latest nd single v always www youtube com watch v tq fuau,1
28,help please www gofundme com rjanimalcare,1
29,www mediafire com download yvovhafsv qzzqo video rar download make money today,1
30,www ebay com itm sspagename strk meselx amp trksid p l,1
31,lt script gt document write lt target self rover ebay com rover icep ff amp pub amp toolid amp campid amp customid bogdan grigore amp ipn psmain amp icep vectorid amp kwid amp mtid amp kw lg gt check new arive ebay lt gt lt img style text decoration none border padding margin src rover ebay com roverimp ff amp pub amp toolid amp campid amp customid bogdan grigore amp mpt math floor math random gt lt script gt lt noscript gt lt target self rover ebay com rover icep ff amp pub amp toolid amp campid amp customid bogdan grigore amp ipn psmain amp icep vectorid amp kwid amp mtid amp kw lg gt check new arive ebay lt gt lt img style text decoration none border padding margin src rover ebay com roverimp ff amp pub amp toolid amp campid amp customid bogdan grigore amp mpt cachebuster gt lt noscript gt,1
32,votekatyperry mtv vma best lyric video see lead vote mtv com ut kx,1
33,www facebook com page aa ad ac b music,1
34,hello marian singer venezuela part boy girl band named cubik singing cause wanted play pop pop rock song would mean lot could look channel check music watch new video u like subscribe xoxo thanks p like lot channel share friend haha lol marian,1
35,katy perry remind tiger like spirit animal lt,0
36,south american jungle jungle matter find african elephant bengal tiger place made video,0
37,gag com gag aavpwj,1
38,ima rapper trying get notice please check mixtape datpiff com mixtapes detail php id,1
39,good song like video clip bout girl airplane crashed land far far away found way survive love pet tiget kitty purpy lol,0
40,help click subscribe mai nguyen thank,1
41,even without make still hot uk eonline com eol image entire site reg katy mkup mh jpg,1
42,thanks video know nokia phone survive plane crash,0
43,www bubblews com news vps solution,1
44,treu detective alternate ending www funnyordie com video fb true defectives,1
45,new makeup transformation integrated look like feature available ver know look like install update version makeup transformation play google com store apps detail id com yourelink makeuptransformation visit google play,1
46,named tiger kitty purry seriously check video,0
47,perfect lt,0
48,video end ft boa constrictor squeeze death,0
49,paused music clip movie,0
50,hi twin melody year old twin cover cover birthday katy perry please take second watch thanks merci gracias danke obrigado grazie lt xx nice day,1
51,nicee sabrosura viva soundcloud com yerki elinmigrante yerki myb move body,1
52,hey guy go check video name growtopia story,1
53,shhort com r hupweh ab,1
54,yay im th commenter crazy please donate bitcoins fhenqx twqm v ptayiejnealahzvem,1
55,shhort com r g ix ctkd,1
56,love song empowering every woman gonna hear roar,0
57,song make want drink bleach,0
58,really hardcore,0
59,shhort com r jt ufxhxc,1
60,follow watch video follow watch video follow watch video follow watch video follow watch video follow watch video follow watch video,1
61,sorry katy perry weird still love lt,0
62,big fan song video awesome,0
63,katy perry stop dont song dont like,0
64,go channel check written song,1
65,like gorlin goltz syndrome support community alone www facebook com gorlingoltzsupport,1
66,subscribe u gonna hear roar,1
67,opinion think look better black hair blond hair,0
68,loved amazing omg eye,0
69,please help give son grave www gofundme com bishopsgravemarker please share fb page one anymore,1
70,gonna hear roarrrr,0
71,follow gt twitter com f llowshoutouts,1
72,finish dissertation laugh face finish roaaarrr,0
73,old whore,0
74,please share help friend www gofundme com jormis thank much,1
75,roaaaaarrrrrr,0
76,look fun good song,0
77,check vids song awesome guarantee,1
78,love katy,0
79,loved much get stand fear,0
80,click itunes code shhort com r laviqu b,1
81,katy perry inspirational singer voice awesome loved much achieved music history believe guy could take min go channel watch first video would greatly thankful ty guy n katy still awesome xoxo,1
82,hi guy sell jack daniel hard back cover case iphone c old time dollar ebay www ebay com itm sspagename strk meselx amp trksid p l,1
83,facebook com story php story fbid amp id amp ref stream gf,1
84,subscribe,1
85,cute,0
86,think drunk shot first half video sec half come boob magically bigger beautiful suddenly dude practically vanishes,0
87,roar without doubt best song feel good song message everyone good job katy,0
88,great mother jungle sweet natural like video,0
89,www aaa org tech vote view vote sheldon please guy give star thanks advance,1
90,katy conqueror haki gt,0
91,check video please hate give one oportunity,1
92,wow nice congrasulation live much en prothom alo com sport news zimbabwe team due dhaka wednesday,1
93,bilion poeple earth stop dumb,0
94,love shit disliked suck,0
95,hey guy really want go katy perry concert im contest need lot like im loosing please could like picture would nice thank really want go concert www facebook com exagdl photo type amp theater,1
96,video inaccurate tiger would rip face,0
97,great video great artist katy perry admire creativity check channel nonsense mobile tech review comparison well iphone plus review comparison,1
98,real animal,0
99,hey guy please subscribe channel gonna filming video hope guy like thank much support xoxo leah lt,1
100,maybe best music video last year pop music done folk,0
101,love katy perry lt lt,0
102,boooobs,0
103,really understand million view lol hating anything confusing,0
104,almost katys birthday october th let say happy birthday katy,0
105,katy perry looking soo pretty damn cute,0
106,great song go katy,0
107,looooooooooooooooooooovvvvvvvvveeeeeeeeeeee ittttttttttttt,0
108,telephone,0
109,comment randomly get lot like reply reason also like jello strawberry jello,0
110,hey guy made amazing smiley shirt thing wear expression important remember statistic world measure warmth smile big fan shirt want get happiness perfect check buy www teespring com smiley thanks guy much,1
111,really want video get billion view would amazing,0
112,katy voice gold video really brings lyric life rapper subscriber thumb hate take shit water splash nut,1
113,started hating katy perry finding stole idea video old comic book yet music catchy,0
114,song million view million people world,0
115,katy perry garbage rihanna best singer world,0
116,www reverbnation com slicknick song,1
117,katy perry part katy perry firework katy perry love,0
118,song good got overplayed hell radio,0
119,see human folly right,0
120,great song,0
121,awesum song jus luv,0
122,watch video xx,1
123,please check acoustic cover channel thanks,1
124,imagine news crazy woman found acting like tiger bit jims ear,0
125,selfie alert,0
126,going hear roar soundsofsunday,0
127,shit,0
128,love vena trojmiasto pl vena bus taxi html,1
129,competition meet idol would mean much guy like pic ig instagram com p smzdivopxb,1
130,katty perry please say one new videoes follow girl girl please,1
131,big fan love,0
132,viralangels com user aaacwk,1
133,lt katy perry,0
134,since feminist champion would want reinforce stereotype girl girly painting nail elephant probably even appreciate,0
135,thepiratebay se torrent expendables dvdscr xvid dingo,1
136,thepiratebay se torrent expendables dvdscr leaked clean xvid mp rarbg,1
137,interested making extra money internet use next link www swagbucks com refer nonturtle,1
138,fucking shit first note becomes clear complete utter shit may god come cleanse earth complete utter idiocy humankind,0
139,hey guy plz check youtube channel c funny girl cup reaction thanks plz subscribe thanks,1
140,please subscribe every sub get shout tell type video u want try make happen,1
141,hey guy subscribe channel reason please,1
142,katycat facebook com profile php id,1
143,least get rid completely useless makeup,0
144,love roar katy perry favorite singer sometimes mute volume look,0
145,best best video world,0
146,got incredible voice extremely hot nice tit,0
147,gt attention katycats katy lead noms year mtv ema vote daily tv mtvema com vote delete space thumb share fb,1
148,really like song,0
149,son love much,0
150,love,0
151,follow instagram bigboss,1
152,elephant broken horn,0
153,free itunes giftcard code shhort com r oocnjqu b,1
154,find make freakin jungle,0
155,cute monkey,0
156,nice song,0
157,subscribe please,1
158,sheep period terrible music,0
159,friend mine invented big dick formula small dick inch research topic research found secret knowledge penis enlargement applied learned inch dick absolutely amazed result course took month therefore written book issue order help guy asked promote book guy interested info check payhip com b otib selling symbolic thank,1
160,beginning scared everything next thing know leopard bikini,0
161,please look channel,1
162,bigger secret think good enough skinny size bisexual sweat really freaking bad nervous check secret austin mahone new single,1
163,www facebook com page nailey nicool ref hl like mee,1
164,katy beautiful song catchy rapper subscriber thumb hate take shit water splash ball,1
165,love green eye,0
166,old katy perry,0
167,popular video youtube,0
168,nokia spotted,0
169,hear time radio really irritating said like video,0
170,hi everyone dream passionate sex katy perry people believe maybe sex giant part life push better person please give chance giving thumb love ambition please subscribe,1
171,fantastic,0
172,j aiiima plzzz www facebook com page c c c b l ce b al ce b b ce b,1
173,vimeo com,1
174,awesome xd,0
175,katy perry song bad,0
176,hi beaties made new channel please go check subscribe enjoy,1
177,www facebook com page hiphop express like page yo,1
178,beautiful bella diagnosed wobbler syndrome way could afford mri surgery dog special member family without surgery fear lose please help www gofundme com f ekgw,1
179,www facebook com page komedi burda gel,1
180,www facebook com profile php id,1
181,good,0
182,www googleadservices com pagead aclk sa l amp ai csyoeb wxvpcfl abgpydgbjdpm ih mhu wbgjxbv sbeaegkn ljvcf byh f byiofgicahkabskg wpiaqkpah kmc hbpm qambyapbbkoekwfp kullxqi mg hvze efmqrg tu llbu fsz gn hbkjhbx w t dx hwpdx kazsj siecvjjmbnswyijecqvhxlbdzstubofaloyinwm roocpps auat zguickm li duwmabzqvene trfazorltbb vzyv xi hbnq nvh mrbge sibgggbgkab jeycg amp num amp cid ggs ti f mvpics amp sig aod ofc seh pop jyrbs x heenq amp client ca pub amp adurl blog parale ro challenge pentru afiliati aplica la noile programe de afiliere si fii business boomerul lunii amp nm amp mb amp bg qouc q v qiaaabpugaaacsqar vgoqwqxjmpuyvkosf k q bvkf ze jhnc ovckkxcbafzzpajibxwbvvq jrdgz q rinlwgaby bxlfw dk rjg zkryizwqdi hxgge tndd abfltfkbmbffcjixnthwbwkj n onlh eveagphoewxogbnu ibgtrkgnacq oibgmzgafnsc lsariqj hqr dwv biy k yublotde xvklnveadzzf l xryqke wsur edljwgk flq qaldi waznuysgqjnrdy vucklplzonyisdkc ebx dbhjzdw lbsjbi gxm p krhv xinqli wqbahs zx mjhw vwrkpxfoeks,1
183,awesome video one favorite song,0
184,body like katy perry look hot love,0
185,download rapid facebook free play google com store apps detail id com rapid facebook magicdroid,1
186,song good video make sense nonsense video mean telling story stuck island song fit situation nvm song good,0
187,else would give katy perry good old mighty roar,0
188,omg love katy parry song rock thats total subscribe,0
189,www paidverts com ref tomuciux esyest money ever join team,1
190,katy perry roar official youtu cevxzvsjlk,0
191,free itunes gift card shhort com r x j gbrne,1
192,playing song baby belly started dance sooooo cute take song cause copy right add youtube made song still sooo cute baby danced song lmfao plus google com post g jvinpuemo,1
193,katy perry awesome,0
194,song addicting hook dope catchy love video getting popular fast rap real thumb piss next water toilet quiet,1
195,nice song see new track,1
196,love sooooooooooooong love katy perry,0
197,tattoo right tricep say,0
198,since katy perry youtube channel,0
199,every time watch mv glad live world worry running real human eating tiger,0
200,rekt ur mum last nite cuz da haterz much meh lik dis u cri evertim sponswer mi robox vidz www indiegogo com project gimme dem moneyz roblox x home,1
201,eye tiger champion seems like katy perry using title old rock song lyric,0
202,perfect wonder,0
