,CONTENT,CLASS
128,love vena troia to pm vena bus taxi home,1
129,competition meet idol would mean much guy like pic in inst gram com a saudi vocab,1
130,kathy perry please say one new videos follow girl girl please,1
131,big fan love,0
132,viral angels com user back,1
133,it katy perry,0
134,since feminist champion would want reinforce stereotype girl girly painting nail elephant probably even appreciate,0
135,the gateway be torrent expendables do scr avid dingo,1
136,the gateway be torrent expendables do scr leaked clean avid my rare,1
137,interested making extra money internet use next link we swag bucks com refer no turtle,1
138,fucking shit first note becomes clear complete utter shit may god come cleanse earth complete utter idiocy humankind,0
139,hey guy ply check youtube channel a funny girl cup reaction thanks ply subscribe thanks,1
140,please subscribe every sub get shout tell type video a want try make happen,1
141,hey guy subscribe channel reason please,1
142,katy at facebook com profile pop id,1
143,least get rid completely useless makeup,0
144,love roar katy perry favourite singer sometimes mute volume look,0
145,best best video world,0
146,got incredible voice extremely hot nice tit,0
147,it attention kat cats katy lead nos year mtg era vote daily to move a com vote delete space thumb share feb,1
148,really like song,0
149,son love much,0
150,love,0
151,follow inst gram big boss,1
152,elephant broken horn,0
153,free itunes gift card code short com a on you a,1
154,find make freaking jungle,0
155,cute monkey,0
156,nice song,0
157,subscribe please,1
158,sheep period terrible music,0
159,friend mine invented big dick formula small dick inch research topic research found secret knowledge penis enlargement applied learned inch dick absolutely amazed result course took month therefore written book issue order help guy asked promote book guy interested info check pay hip com a otis selling symbolic thank,1
160,beginning scared everything next thing know leopard bikini,0
161,please look channel,1
162,bigger secret think good enough skinny size bisexual sweat really freaking bad nervous check secret austin malone new single,1
163,we facebook com page bailey cool ref he like see,1
164,katy beautiful song catchy rapper subscriber thumb hate take shit water splash ball,1
165,love green eye,0
166,old katy perry,0
167,popular video youtube,0
168,nokia spotted,0
169,hear time radio really irritating said like video,0
170,hi everyone dream passionate sex katy perry people believe maybe sex giant part life push better person please give chance giving thumb love ambition please subscribe,1
171,fantastic,0
172,a anima pizz we facebook com page a a a a a be a al be a a be a,1
173,video com,1
174,awesome cd,0
175,katy perry song bad,0
176,hi beatles made new channel please go check subscribe enjoy,1
177,we facebook com page hiphop express like page to,1
178,beautiful bella diagnosed wobbler syndrome way could afford fri surgery dog special member family without surgery fear lose please help we found me com of edge,1
179,we facebook com page comedy burma gel,1
180,we facebook com profile pop id,1
181,good,0
182,we google services com paged alk a a amp a so be we vocal abgpydgbjdpm in thu wig jobs be begin love of by of byiofgicahkabskg apia pah my bpm qambyapbbkoekwfp full i my haze elmer a to club fez in by jobs a to do had a kazan siecvjjmbnswyijecqvhxlbdzstubofaloyinwm roo caps a at a quick i duwmabzqvene razor ltd vav i hand nah marble sign grab joyce amp cum amp cid gas to of topics amp sig and of see pop jobs a been amp client a pub amp adult blog parade to challenge centre affiliate africa la noise program de a filter is ii business boomers lungi amp no amp my amp by you a a qiaabpugaacsqar vgoqwqxjmpuyvkosf a a bike be jan ovckkxcbafzzpajibxwbvvq judge a ring gaby below do reg zkryizwqdi huge todd abfltfkbmbffcjixnthwbwkj a only eveagphoewxogbnu igor knack oibgmzgafnsc is arise her div by a a blonde xvklnveadzzf a try be sur del jack fly qadi waznuysgqjnrdy vucklplzonyisdkc ebb obj new lbs by gym a prev in i wabash of mph wrap folks,1
183,awesome video one favourite song,0
184,body like katy perry look hot love,0
185,download rapid facebook free play google com store apps detail id com rapid facebook magic droid,1
186,song good video make sense nonsense video mean telling story stuck island song fit situation nam song good,0
187,else would give katy perry good old mighty roar,0
188,org love katy parry song rock that total subscribe,0
189,we adverts com ref tom crux eyes money ever join team,1
190,katy perry roar official youth cevxzvsjlk,0
191,free itunes gift card short com a a a gone,1
192,playing song baby belly started dance so cute take song cause copy right add youtube made song still so cute baby danced song lao plus google com post a join demo,1
193,katy perry awesome,0
194,song addicting hook dope catchy love video getting popular fast rap real thumb piss next water toilet quiet,1
195,nice song see new track,1
196,love soong love katy perry,0
197,tattoo right trice say,0
198,since katy perry youtube channel,0
199,every time watch my glad live world worry running real human eating tiger,0
200,rest or mum last site cut a haters much meh like dis a fri ever tim sponsor i robot vida we indie go com project gimme dem money rob lox a home,1
201,eye tiger champion seems like katy perry using title old rock song lyric,0
202,perfect wonder,0
203,we indie go com project help stop poverty caber pan handling a home,1
204,horrible acting cringe worthy,0
205,love katy fashion tiger care visit blog dinar tahitian also tiger collection them,1
206,anyone love music please go check youtube page tell think put video song trying get started love much appreciated,1
207,tiger called kathy perry,0
208,blue eye trusted uranus bless america,0
209,rap belarus check channel,1
210,follow twitter freya queen,1
211,katy perry roar official youth cevxzvsjlk,0
212,a mon katy close subscriber come another hit like happen,0
213,vote katy mas kat cats to move a com artist katy perry the,1
214,honest opinion mediocre song nothing unique special music lyric voice nothing memorable like billie jean beat million fan reply hate comment know democracy people free see want right express opinion please reply dumb comment lie like watch came see buzz million view like saw of,0
215,visit channel,1
216,wow sexy cd,0
217,looking new music listen check cede song called dead itunes music video right youtube,1
218,katy voice angel,0
219,hey guy working last night project music streamer like notify allows download file listen offline opening free beta feel free try download mega co no eve sky bkg iwphzohwaeuesrwnegqg la co re wax has,1
220,man hot one male companion visit profile check coolest sexton ever made,1
221,like page please facebook com dread is ref notify page fan invite amp actor id,1
222,video racist animal,0
223,man beautiful,0
224,want win borderland are sequel check channel,1
225,hi would appreciate could help like poster facebook we facebook com nigh dramatist photo type amp theatre,1
226,ply help getting subscriber tonight today thanks sub,1
227,yesterday video million like million,0
228,tiger succumbs beautiful girl probably male tiger a a a,0
229,best song ever,0
230,thank katyperryvevo inst gram like axe lessons,1
231,please subscribe channel,1
232,good make music,0
233,love kathy perry it,0
234,honestly wanna see brave of wait,0
235,,0
236,video great love like much katy perry,0
237,good thing brought spray tan hairstylist makeup artist cameraman,0
238,view million katy perry illuminati confirmed,0
239,make guitar cover please look channel,1
240,illegal good looking babe,0
241,katy mine girl dream,0
242,love song,0
243,fit,0
244,love song roar make think fill way,0
245,forget choice fuck surviving plane crash chance happening,0
246,fool foolish video lyric great arrogant obviously thing lot idiot look many hit garnered young stupid girl listen numbering million guess video piece trash would anyone ever like listen stupid little girl idiot father mother going turn idiot also like stupid singer,0
247,attention need million view firework reach half day left katy birthday listen could possible it it open different tab different browser it it done watch full video remember done time hand time wasting view sec ply thumb share,1
248,rapid facebook free version color characterized fast beauty download play google com store apps detail id com rapid facebook magic droid,1
249,hey kat cats releasing movie midnight us time celebrate katy the birthday sure subscribe channel watch movie,1
250,realized verse song exact melody verse hey to mutineers,0
251,favourite song,0
252,song never get old it,0
253,happy birthday katy gypsy com gift birthday flower happy go by unix faqs full screen,1
254,hey know people like kind comment amp see spam see free advertising please check cover spark fly taylor swift best ever know maybe encouraging word wisdom many become better please go channel check,1
255,we young products com joanna gordon unique joanna gordon we young products com,1
256,like katy perry,0
257,glad know in one know katheryn birthday today happy birthday katy sister seriously birthday,0
258,katy perry sing shit hear auto tune,0
259,fucking hate write song got producer second the back every song almost nude maybe attention hooker,0
260,also luckymusiqlive probably could help a make big think a talent look name internet hit a get message,1
261,check drum cover a thanks it watch a post oil amp list uultucdihsdei of was,1
262,put famous people jungle hour look happens,0
263,kinda let go huh,0
264,love katy perry it,0
265,sign free thu start making money social medium add follow ill add follow thu co robert,1
266,love relate daughter music katy perry roar official youth cevxzvsjlk,0
267,subscribe subscribe back,1
268,katy perry roar official sounds sunday music,0
269,hear katy singing cry song got depth,0
270,love,0
271,people believe illuminati stupid people believe made american government,0
272,ply subscribe channel need sub sub back need help,1
273,please look dog song playlist bunch amazing song,1
274,hey nerdy peach new youtube would mean absolute world could check pm it hope like,1
275,in pretty sure tiger wanted hug,0
276,video com,1
277,song give strength love lyric video really brings lyric life getting known fast rap meaning thumb piss next water toilet quiet,1
278,minute a com by mauro up files series de ethos anime my etc,1
279,we facebook com intro official,1
280,love katy perry sing nice shaking,0
281,hackfbaccountlive com ref,1
282,facebook account hack hackfbaccountlive com ref,1
283,love kathy perry,0
284,perry good job good job love video way please describe channel please please please please trying get many comment sky burst light cancer get famous please,1
285,cover a want check thank a michael age,1
286,everybody please vote katy era best song best female best pop best live best look best video please vote katy please please please vote vote vote katy katy katy,1
287,a god roar liked video veto month ago justin baby congrats katy applause it,0
288,sound cloud com a supt fils do son fucking hostile,1
289,we facebook com fun riddles,1
290,hi everyone like music check music channel lexis band uploading song cover soon miss please subscribe help a lot take one click it,1
291,we facebook com photo pop bid amp set amp type amp theatre,1
292,rather hear prop explicit gangsta rap instead garbage song trash,0
293,damn sexy,0
294,good song an katy sound great melody in growing artist everyday hit song crazy got name cant thank fan support could take moment check music maybe join make dream come true thank time,1
295,love a make smile in sad cheer beautiful song it,0
296,song boring asinine song ever heard coming guy liked teenage dream song ever since katy perry divorce wave wave shitty successful song saying next wave pop music stick as katy perry like silly putty,0
297,katy perry roar official youth cevxzvsjlk love song video katy perry rock wahoo,0
298,somehow access makeup middle wood,0
299,look real daughter big fan like lot song,0
300,comprehend video nearly view people found gang am style funny explains high view count awful pop song really clue one,0
301,let honest last day jungle stop living a fairy world,0
302,segue a we facebook com marcos sousa free to,1
303,nature beautiful need place tit video impress people,0
304,stupid roared lion real life dude,0
305,song awesome made everything stand viewer could imagine setting video awesome job katy perry,0
306,katy perry roar official youth cevxzvsjlk,0
307,katy perry lion,0
308,people new network like feb register also free difference get paid sharing commenting liking post one waste time feb sharing paid register make also money everyday post we thu co selma welcome everyone,1
309,figured dislike song supposed power ballad right something uplifting motivating end however final chorus extra mph end actually sound like first one instead crescendo in powerful finish roar say wavelength fall flat,0
310,like song video go perfect,0
311,champion gonna hear roar today champion today champion creator today positive world today blessing healing around today successful creating success,0
312,no playing weekend mix track katy perry roar do denis shelve amp do alex servo remix youth cevxzvsjlk listen live we smart no live stream home,1
313,katy perry song best song woman artist,0
314,like song animal like song,0
315,we watt pad com story love good,1
316,love song much heard much pretty much memorized lyric,0
317,hey guy know tend skip comment take look first free fire big room progressive house deep house dub step amp chill step producer small town missouri support community really ask critiquing support view music gotten much better month ago promise new content satisfying soon able advertise wont pester guy anymore gimme chance check music thanks god bless,1
318,latest movie please visit site we networked blogs com a club ref panorama,1
319,love subscribed,1
320,we thu co tomes go register free money,1
321,great song know katy buy view,0
322,check may girl duh shit to,1
323,check video youtube facebook lhudygirlamaya,1
324,hey all real kevin hart shout fan follow realer heart,1
325,check acoustic channel,1
326,know someone see dream greatest video best quality right feel like getting anywhere need help could possibly watch video mean world please thumb others see appreciate much please listen hate honestly appreciate much love give year old chance,1
327,apps facebook com poll uts competition user link amp ref id our a please open link vote a and nike an international school project name project for a dom share friend,1
328,hate video like poor animal,0
329,his youtube,0
330,nice nice,0
331,love song,0
332,katy shit go die roar floor,0
333,love music,0
334,the grade teacher looked exactly like katy perry come think,0
335,curtis click we facebook com demiilovatofas ref he we facebook com page frames secrets ref he,1
336,we email pm dolce unify please click link,1
337,come check parody,1
338,please subscribe a thank,1
339,please vote wet seal model contest inst gram username destiny forever we we seal com model search model search home,1
340,simply put customer love a we facebook com green leader,1
341,inbox to dick it a job,1
342,almost big wow a suck opinion,0
343,kathy best,0
344,good mean much good,0
345,song mean much thank so much xxx,0
346,it,0
347,katy perry co cable deco hair year age family single alone homeless alcoholic age invisible composer dream record song could help please please trust give chance video youtube deco cable canal katy perry born october thank much deco hair,1
348,honestly speaking except taylor swift adele like modern day singer must say whenever hear song feel goosebumps quite inspiring thanks miss perry,0
349,going reach billion first katy taylor,0
